id,query
26,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/prep/pobj/cc })"
27,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj })"
28,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/ccomp })"
29,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/compound })"
30,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/ccomp })"
31,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/ccomp })"
32,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/compound/poss })"
33,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
34,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
35,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
36,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep })"
37,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
38,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
39,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/det })"
40,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj })"
41,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj })"
42,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/prep/pobj/det })"
43,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj })"
44,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/punct })"
45,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
46,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/advmod })"
47,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/compound })"
48,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/attr/relcl/nsubj })"
49,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/compound })"
50,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep })"
51,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj })"
52,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep })"
53,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/nsubj })"
54,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/acl/prep/pobj/compound })"
55,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj })"
56,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj })"
57,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/xcomp/prep/pobj/det })"
58,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj })"
59,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/poss })"
60,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/advcl/dobj })"
61,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/amod })"
62,"extract v:Str from ""input.txt"" if (/root: {v= /root/csubj/advcl/advmod })"
63,"extract v:Str from ""input.txt"" if (/root: {v= /root/punct })"
64,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det })"
65,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/conj/nsubj })"
66,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/relcl/prep })"
67,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp })"
68,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/prep })"
69,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp })"
70,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/det })"
71,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/det })"
72,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det })"
73,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
74,"extract v:Str from ""input.txt"" if (/root: {v= /root })"
75,"extract v:Str from ""input.txt"" if (/root: {v= /root/aux })"
76,"extract v:Str from ""input.txt"" if (/root: {v= /root/punct })"
77,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/prep/pcomp/prep })"
78,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/conj/xcomp/prt })"
79,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/attr/det })"
80,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/advmod })"
81,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep })"
82,"extract v:Str from ""input.txt"" if (/root: {v= /root/cc })"
83,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/xcomp/dobj })"
84,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp })"
85,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/poss })"
86,"extract v:Str from ""input.txt"" if (/root: {v= /root/oprd/xcomp/aux })"
87,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/ccomp/mark })"
88,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj })"
89,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/prep/pobj })"
90,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det })"
91,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/acomp/xcomp/prep/pobj/prep })"
92,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj })"
93,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/compound/nummod })"
94,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/advcl/conj/dobj/det })"
95,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/compound })"
96,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj })"
97,"extract v:Str from ""input.txt"" if (/root: {v= /root/punct })"
98,"extract v:Str from ""input.txt"" if (/root: {v= /root/attr/relcl/prep })"
99,"extract v:Str from ""input.txt"" if (/root: {v= /root/punct })"
100,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj })"
101,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/advmod+^+/root/acomp })"
102,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/relcl/acomp/advmod })"
103,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/cc+^+/root/advcl/conj })"
104,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/det+^+/root/punct })"
105,"extract v:Str from ""input.txt"" if (/root: {v= /root/csubj/conj/prep/pobj+^+/root/csubj/conj/prep/pobj/amod/prep/pobj/amod })"
106,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/npadvmod/amod })"
107,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/aux+^+/root/acomp/xcomp })"
108,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pcomp/attr+^+/root/prep/pcomp/attr/prep })"
109,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/nsubj+^+/root/acomp })"
110,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/prep/pobj+^+/root/conj/npadvmod/compound })"
111,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl+^+/root/advcl/conj/advmod })"
112,"extract v:Str from ""input.txt"" if (/root: {v= /root/prt+^+/root/ccomp/npadvmod/det })"
113,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/xcomp/dobj/compound+^+/root/conj/xcomp/dobj })"
114,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/compound+^+/root/prep/pobj/prep/pobj/poss/poss })"
115,"extract v:Str from ""input.txt"" if (/root: {v= /root/cc+^+/root/conj/dobj })"
116,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/prep/pobj/det+^+/root/acomp/xcomp/prep/pobj/amod })"
117,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/cc })"
118,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/aux+^+/root/ccomp/prep/pobj })"
119,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/advcl/xcomp/advcl/prep/pobj/prep+^+/root/xcomp/advcl/xcomp/advcl/prep/pobj/prep/pobj/compound })"
120,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det+^+/root/prep/pcomp/ccomp/nsubj })"
121,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/prep/pobj/relcl/aux+^+/root/advcl/prep/pobj/relcl/xcomp/npadvmod/amod })"
122,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/poss+^+/root/prep/pobj/compound })"
123,"extract v:Str from ""input.txt"" if (/root: {v= /root/attr/det+^+/root/attr/amod })"
124,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/nummod+^+/root/nsubj/compound/compound/compound })"
125,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/dobj/relcl/nsubj })"
126,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj+^+/root/conj/acomp })"
127,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/acl/prep/pobj })"
128,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/acomp })"
129,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep+^+/root/prep/pobj })"
130,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/ccomp+^+/root/advcl/ccomp/prep })"
131,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/advmod+^+/root/advcl/ccomp/prep })"
132,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj/poss+^+/root/prep/pobj/prep/pobj })"
133,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/advcl/aux })"
134,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/conj })"
135,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/relcl/conj+^+/root/nsubj/relcl/conj/prep/advmod })"
136,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/dobj/amod })"
137,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/relcl+^+/root/prep })"
138,"extract v:Str from ""input.txt"" if (/root: {v= /root/advmod+^+/root/dobj })"
139,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj+^+/root/prep/pobj/prep/pobj/compound })"
140,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/nsubj+^+/root/punct })"
141,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/poss+^+/root/conj/xcomp/ccomp/advcl/ccomp/nsubj })"
142,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/advmod+^+/root/advcl/dobj })"
143,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/compound+^+/root/prep/pobj/prep })"
144,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/conj/advmod })"
145,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/poss+^+/root/dobj/prep/pobj })"
146,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/advmod+^+/root/cc })"
147,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/aux+^+/root/ccomp })"
148,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/attr/relcl/dobj/det+^+/root/advcl/attr/relcl/dobj })"
149,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/aux+^+/root/acomp/xcomp/dobj })"
150,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/relcl/attr+^+/root/conj/dobj/relcl/attr/conj/relcl/dobj/compound })"
151,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/nummod/nmod+^+/root/dobj/prep/pobj/poss })"
152,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/dobj/prep/pobj/det })"
153,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep+^+/root/conj/prep/pobj })"
154,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/prep/pcomp+^+/root/conj/dobj/prep/pcomp/advmod })"
155,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/prep/pobj/prep/prep/pobj+^+/root/advcl/prep/pobj/prep/prep/pobj/prep/pobj/det })"
156,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj+^+/root/prep/pobj/prep/pobj/relcl/nsubj })"
157,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/prep+^+/root/advcl/prep/pobj })"
158,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/dobj/acl/prep/pobj/poss })"
159,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/punct+^+/root/prep/pobj/relcl/nsubj })"
160,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/prep/pobj+^+/root/conj/advcl/dobj })"
161,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/prep+^+/root/punct })"
162,"extract v:Str from ""input.txt"" if (/root: {v= /root/csubj/advcl/dobj+^+/root/csubj/advcl/dobj/cc })"
163,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/mark+^+/root/punct })"
164,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/poss+^+/root/dobj/amod })"
165,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/conj/acomp/xcomp+^+/root/conj/conj/acomp/xcomp/prep/pobj })"
166,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det+^+/root/dobj/relcl/prep })"
167,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/ccomp })"
168,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/advmod+^+/root/punct })"
169,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep+^+/root/prep/pobj/prep/pobj/det })"
170,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/prep/pobj/relcl/acomp/xcomp/aux })"
171,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj+^+/root/conj/dobj/cc })"
172,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj+^+/root/prep/pobj })"
173,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep+^+/root/dobj/prep/pobj/det })"
174,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/dobj })"
175,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/xcomp+^+/root/advcl/xcomp/prep/pobj/det })"
176,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/dobj/prep/pobj/relcl/nsubj })"
177,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp+^+/root/conj/xcomp/advmod })"
178,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/punct+^+/root/conj/conj/xcomp/prep/pobj })"
179,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/poss+^+/root/ccomp/nsubj/relcl/nsubj })"
180,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/det+^+/root/conj/dobj/compound })"
181,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/compound+^+/root/prep/pobj/det })"
182,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/amod/cc+^+/root/conj/dobj })"
183,"extract v:Str from ""input.txt"" if (/root: {v= /root/npadvmod/det+^+/root/nsubj })"
184,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj/pobj/nummod/prep/punct+^+/root/advcl/dobj/pobj/nummod/prep/pobj/amod })"
185,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl+^+/root/advcl/conj })"
186,"extract v:Str from ""input.txt"" if (/root: {v= /root/oprd/xcomp/aux+^+/root/oprd/xcomp/dobj/amod })"
187,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep+^+/root/conj/ccomp/attr })"
188,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/prep/pobj/poss })"
189,"extract v:Str from ""input.txt"" if (/root: {v= /root/npadvmod/compound/amod+^+/root/npadvmod/relcl/nsubjpass })"
190,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj+^+/root/conj/punct })"
191,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/acomp/xcomp/prt+^+/root/conj/acomp/xcomp/dobj/compound/compound })"
192,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/prt+^+/root/conj/advmod })"
193,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/compound })"
194,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/advcl/conj/dobj/det+^+/root/xcomp/advcl/conj/dobj })"
195,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj+^+/root/prep/pobj/prep })"
196,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/dobj })"
197,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/compound })"
198,"extract v:Str from ""input.txt"" if (/root: {v= /root/attr/relcl+^+/root/attr/relcl/dobj/nummod })"
199,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det+^+/root/prep })"
200,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl+^+/root/cc })"
201,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/aux+^+/root/xcomp/cc+^+/root/xcomp/conj/prep/pobj })"
202,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/relcl/nsubj+^+/root/prep/pobj/relcl/acomp/advmod })"
203,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/conj/amod+^+/root/advcl/conj/advmod+^+/root/advcl/conj/prep/pobj })"
204,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj/det+^+/root/prep/pobj/prep/pobj/compound+^+/root/prep/pobj/prep/pobj })"
205,"extract v:Str from ""input.txt"" if (/root: {v= /root/csubj/conj/prep/pobj/amod+^+/root/csubj/conj/prep/pobj/amod/prep+^+/root/csubj/conj/prep/pobj/amod/prep/pobj })"
206,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/prep/pobj/det+^+/root/nsubj/prep/pobj+^+/root/dobj/det })"
207,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp+^+/root/acomp/xcomp/prep/pobj+^+/root/punct })"
208,"extract v:Str from ""input.txt"" if (/root: {v= /root/agent/pobj/det+^+/root/prep/pcomp/attr+^+/root/prep/pcomp/attr/prep/pobj/amod })"
209,"extract v:Str from ""input.txt"" if (/root: {v= /root/punct+^+/root+^+/root/acomp })"
210,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/aux+^+/root/conj+^+/root/conj/npadvmod })"
211,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/conj/advmod+^+/root/advcl/conj/prep+^+/root/punct })"
212,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/nsubj+^+/root/ccomp/dobj/prep/pobj+^+/root/ccomp/npadvmod })"
213,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj+^+/root/conj/xcomp/dobj/compound+^+/root/conj/xcomp/dobj })"
214,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj+^+/root/conj+^+/root/conj/prep/pobj })"
215,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj+^+/root/conj/dobj+^+/root/conj/dobj/prep/pobj })"
216,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/acomp/xcomp/dobj/det+^+/root/acomp/xcomp/prep/pobj/amod })"
217,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp+^+/root/conj/acomp+^+/root/conj/acomp/prep })"
218,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/compound+^+/root/ccomp/prep/pobj/poss+^+/root/ccomp/prep/pobj })"
219,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/amod+^+/root/nsubj+^+/root/xcomp/advcl/prep })"
220,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pcomp/ccomp/prep/pobj/amod+^+/root/prep/pcomp/ccomp/prep/pobj+^+/root/prep/pcomp/ccomp/prep/pobj/prep/pobj })"
221,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/advmod+^+/root/advcl/prep+^+/root/advcl/prep/pobj/relcl/xcomp/npadvmod })"
222,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/prep+^+/root/npadvmod/compound })"
223,"extract v:Str from ""input.txt"" if (/root: {v= /root/attr/amod+^+/root/attr+^+/root/attr/prep })"
224,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/nummod/nmod+^+/root/nsubj/nummod+^+/root })"
225,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/dobj/relcl/advmod/advmod+^+/root/dobj/relcl/advmod })"
226,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp/prep/pobj/cc+^+/root/conj+^+/root/conj/acomp })"
227,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/acl/prep/pobj/det+^+/root/punct })"
228,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp+^+/root/acomp/xcomp/ccomp/nsubj/poss+^+/root/acomp/xcomp/ccomp/nsubj })"
229,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/compound+^+/root/prep/pobj/poss+^+/root/punct })"
230,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/advmod+^+/root/advcl/prep+^+/root/punct })"
231,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/ccomp/auxpass+^+/root/advcl/ccomp/prep/pobj/prep/pobj+^+/root/advcl/ccomp/prep/pobj/prep/pobj })"
232,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/prep/pobj/amod+^+/root/prep/pobj/prep/pobj/poss })"
233,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj+^+/root/advcl+^+/root/advcl/dobj/compound })"
234,"extract v:Str from ""input.txt"" if (/root: {v= /root/cc+^+/root/conj+^+/root/conj/dobj/compound })"
235,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/relcl/cc+^+/root+^+/root/ccomp })"
236,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/det+^+/root/dobj+^+/root/prep/pobj })"
237,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/prep/pobj/punct+^+/root/prep/prep/pobj/det })"
238,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj/amod+^+/root/advcl/dobj/compound+^+/root/punct })"
239,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/det+^+/root/prep/pobj+^+/root/prep/pobj/prep })"
240,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj/acl/dobj/prep+^+/root/advcl/dobj/acl/dobj/prep/pobj/det+^+/root/advcl/dobj/acl/dobj/prep/pobj/amod })"
241,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/xcomp/ccomp/acomp+^+/root/conj/xcomp/ccomp/advcl/ccomp/mark+^+/root/conj/xcomp/ccomp/advcl/ccomp })"
242,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/xcomp/prep+^+/root/xcomp/prep/pobj/det })"
243,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/prep/pobj+^+/root/prep/pobj/prep/pobj/cc+^+/root/prep/pobj/prep/pobj/conj })"
244,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/dobj/det+^+/root/dobj/amod })"
245,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj+^+/root/prep/pobj/poss+^+/root/punct })"
246,"extract v:Str from ""input.txt"" if (/root: {v= /root/xcomp+^+/root/conj+^+/root/conj/prt })"
247,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/aux+^+/root/ccomp/prep+^+/root/ccomp/prep/pobj/det })"
248,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/nsubj+^+/root/advcl/attr+^+/root/advcl/attr/relcl/dobj })"
249,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp+^+/root/acomp/xcomp+^+/root/acomp/xcomp/dobj })"
250,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/relcl/nsubj+^+/root/conj/dobj/relcl/attr+^+/root/conj/dobj/relcl/attr/conj/relcl/nsubj })"
251,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/dobj+^+/root/dobj/prep/pobj })"
252,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/amod+^+/root/dobj/prep/pobj+^+/root/punct })"
253,"extract v:Str from ""input.txt"" if (/root: {v= /root/cc+^+/root/conj/nsubj/poss+^+/root/conj/nsubj })"
254,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj/det+^+/root/conj/dobj/prep/pcomp+^+/root/conj/dobj/prep/pcomp/advmod })"
255,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/prep/pobj/prep/prep/pobj+^+/root/advcl/prep/pobj/prep/prep/pobj/prep/pobj/compound+^+/root/punct })"
256,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/det+^+/root/prep/pobj+^+/root/prep/pobj/prep/pobj/relcl/prep })"
257,"extract v:Str from ""input.txt"" if (/root: {v= /root/ccomp/xcomp/aux+^+/root/advcl/prep/pobj/det+^+/root/advcl/prep/pobj })"
258,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/dobj/acl/prep/pobj+^+/root/punct })"
259,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/relcl+^+/root/prep/pobj/relcl/acomp/advmod })"
260,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/nsubj+^+/root/conj/dobj/poss+^+/root/conj/advcl/nsubj })"
261,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/dobj+^+/root/conj/prep/pobj/compound+^+/root/punct })"
