id,query
146,"extract x:str from ""input.txt"" if (/root: { x =//root/quantmod})"
147,"extract x:str from ""input.txt"" if (/root: { x =/root/*/intj/compound})"
148,"extract x:str from ""input.txt"" if (/root: { x =/*/advcl[@pos=""verb"",@text=""let""]})"
149,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advcl[@pos=""verb""]/*})"
150,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/xcomp[@pos=""verb""]/prep[@pos=""adp""]/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
151,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/xcomp[@pos=""verb""]/*/pobj[@pos=""noun""]})"
152,"extract x:str from ""input.txt"" if (/root: { x =/root/conj/*/amod})"
153,"extract x:str from ""input.txt"" if (/root: { x =/*/dobj[@pos=""noun""]/prep[@pos=""adp"",@text=""of""]})"
154,"extract x:str from ""input.txt"" if (/root: { x =/root/dobj/relcl/attr/relcl})"
155,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advmod[@pos=""x""]})"
156,"extract x:str from ""input.txt"" if (/root: { x =/root/*/advmod})"
157,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""propn""]/amod[@pos=""verb""]/neg[@pos=""adv""]})"
158,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/xcomp[@pos=""verb""]/prep[@pos=""part""]/pobj[@pos=""noun""]})"
159,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/*})"
160,"extract x:str from ""input.txt"" if (/root: { x =/*/nsubjpass[@pos=""propn""]/nummod[@pos=""num""]})"
161,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/dobj[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/*})"
162,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/relcl[@pos=""verb""]/nsubj[@pos=""adj"",@text=""that""]})"
163,"extract x:str from ""input.txt"" if (/root: { x =//root/advcl/conj/conj/aux})"
164,"extract x:str from ""input.txt"" if (/root: { x =/*/appos[@pos=""propn""]/det[@pos=""propn""]})"
165,"extract x:str from ""input.txt"" if (/root: { x =/*/appos/nsubj/nmod})"
166,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advcl[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""propn""]/compound[@pos=""propn"",@text=""film""]})"
167,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""noun""]/amod[@pos=""x""]})"
168,"extract x:str from ""input.txt"" if (/root: { x =/*/amod/conj})"
169,"extract x:str from ""input.txt"" if (/root: { x =/root/nmod/advcl})"
170,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/dobj[@pos=""noun""]/*})"
171,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun"",@text=""systems""]})"
172,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/*/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
173,"extract x:str from ""input.txt"" if (/root: { x =/*/advcl/conj/conj/aux})"
174,"extract x:str from ""input.txt"" if (/root: { x =/*/dep[@pos=""verb""]/dobj[@pos=""noun""]/cc[@pos=""cconj""]})"
175,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/*/acl[@pos=""verb""]})"
176,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/advcl[@pos=""verb""]/dobj[@pos=""verb""]})"
177,"extract x:str from ""input.txt"" if (/root: { x =/root/appos/intj/compound})"
178,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/nsubjpass[@pos=""noun""]/prep[@pos=""part""]})"
179,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advmod[@pos=""verb""]})"
180,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/*/pobj[@pos=""noun""]/acl[@pos=""verb"",@text=""released""]})"
181,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/xcomp[@pos=""verb""]/*/advmod[@pos=""adp""]})"
182,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/acomp[@pos=""adj""]/prep[@pos=""adp"",@text=""than""]})"
183,"extract x:str from ""input.txt"" if (/root: { x =/root/amod/*})"
184,"extract x:str from ""input.txt"" if (/root: { x =/*/punct/advmod})"
185,"extract x:str from ""input.txt"" if (/root: { x =/root/agent/cc})"
186,"extract x:str from ""input.txt"" if (/root: { x =//root/punct/advmod})"
187,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/nsubj[@pos=""noun""]/*})"
188,"extract x:str from ""input.txt"" if (/root: { x =//root/appos/amod/det})"
189,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/advcl[@pos=""verb"",@text=""let""]})"
190,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/nsubj[@pos=""noun""]/acl[@pos=""verb""]/*})"
191,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/nsubj[@pos=""propn""]/*/pobj[@pos=""det""]})"
192,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/dobj[@pos=""noun""]/cc[@pos=""cconj""]})"
193,"extract x:str from ""input.txt"" if (/root: { x =/*/prep[@pos=""adp""]/pobj[@pos=""noun""]/amod[@pos=""adj"",@text=""rural""]})"
194,"extract x:str from ""input.txt"" if (/root: { x =//root/appos/intj/compound})"
195,"extract x:str from ""input.txt"" if (/root: { x =/*/ccomp[@pos=""noun""]/amod[@pos=""adj""]/npadvmod[@pos=""noun""]})"
196,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/prep[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
197,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/dep[@pos=""verb""]/dobj[@pos=""noun""]/*})"
198,"extract x:str from ""input.txt"" if (/root: { x =//root/conj/xcomp/amod})"
199,"extract x:str from ""input.txt"" if (/root: { x =/*/prep[@pos=""adp""]/prep[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
200,"extract x:str from ""input.txt"" if (/root: { x =/root/appos/*/compound})"
201,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/xcomp[@pos=""verb""]/prep[@pos=""part""]/*})"
202,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/dobj[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/parataxis[@pos=""noun"",@text=""km""]})"
203,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/xcomp[@pos=""verb""]/advcl[@pos=""verb""]/advmod[@pos=""adp""]})"
204,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/ccomp[@pos=""noun""]/*/npadvmod[@pos=""noun""]})"
205,"extract x:str from ""input.txt"" if (/root: { x =/*/advmod[@pos=""verb""]})"
206,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/advcl[@pos=""verb"",@text=""stemming""]})"
207,"extract x:str from ""input.txt"" if (/root: { x =/root/ccomp/advcl/ccomp/*})"
208,"extract x:str from ""input.txt"" if (/root: { x =/*/conj[@pos=""verb""]/advcl[@pos=""verb""]/mark[@pos=""adp""]})"
209,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/advmod[@pos=""adp""]})"
210,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""of""]})"
211,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/dobj[@pos=""propn""]/prep[@pos=""adp""]/pobj[@pos=""propn""]/prep[@pos=""adp"",@text=""of""]})"
212,"extract x:str from ""input.txt"" if (/root: { x =/*/xcomp[@pos=""verb""]/advcl[@pos=""verb""]})"
213,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/*/prep[@pos=""part""]/pobj[@pos=""noun""]})"
214,"extract x:str from ""input.txt"" if (/root: { x =/*/npadvmod/nmod/amod})"
215,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/attr[@pos=""noun""]/relcl[@pos=""verb""]/*})"
216,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/conj[@pos=""verb""]/xcomp[@pos=""verb""]/prep[@pos=""part""]/pobj[@pos=""noun""]})"
217,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/xcomp[@pos=""verb""]/*})"
218,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/advmod[@pos=""x""]})"
219,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/attr[@pos=""noun""]/relcl[@pos=""verb""]/nsubj[@pos=""adj"",@text=""that""]})"
220,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/pobj[@pos=""noun""]/amod[@pos=""adj"",@text=""rural""]})"
221,"extract x:str from ""input.txt"" if (/root: { x =//root/conj/amod/compound})"
222,"extract x:str from ""input.txt"" if (/root: { x =//root/dep/dobj/amod})"
223,"extract x:str from ""input.txt"" if (/root: { x =//root/ccomp/advcl/ccomp/mark})"
